surface_m2,n_chambres,n_sdb,annee_construction,quartier,prix_vente
125.35473913552966,6,1,1965,C,362961.83
98.53308449577683,1,3,2009,B,273371.85
57.84430459589275,2,1,2005,B,186102.76
98.42786648267591,1,4,1952,B,249706.6
151.12316548766472,2,3,2001,E,285090.49
137.40675146604158,4,1,1965,D,253176.9
98.13987971901905,5,2,1995,D,251978.6
128.5434783117426,1,3,1980,A,347565.71
89.00478938895844,6,3,1950,A,336946.53
48.88385239519843,7,1,2004,E,216461.8
72.26602035611337,2,2,1979,C,202296.83
146.88666305524595,2,3,1965,E,255562.15
91.78020754512087,6,3,2017,B,266679.34
92.69848061874946,4,2,1989,D,255036.34
91.00485411175359,5,4,1966,A,315992.37
157.12409768719021,2,3,1975,A,395298.53
148.7787674608619,1,2,1984,D,234019.45
166.563407003444,5,3,1964,B,403568.86
95.22864368799846,6,2,1976,B,285527.48
108.86873466241285,3,1,2021,B,312519.36
54.500723517376265,2,2,1964,D,150280.14
144.30803278354824,2,1,2021,E,251533.16
64.96661346196194,4,3,1953,B,224302.19
106.50326691287887,5,1,2014,E,249437.85
67.08092417101469,4,1,1974,C,157911.67
82.33399519783912,7,2,1957,A,304468.67
74.88212706850899,2,1,1998,E,163878.58
81.76374217972547,3,1,1966,C,224004.75
83.82631890553064,4,1,1977,D,202517.98
83.55193615224769,2,1,2019,C,219752.79
125.00001735340922,2,2,1955,C,270421.37
66.8541162081244,3,1,2004,A,227571.52
106.61624281041601,1,1,1950,C,234370.66
136.53877456916675,2,1,2016,C,313815.99
84.60410906459812,3,3,2001,A,279041.05
78.46243327757195,3,1,1989,D,195823.49
93.08426124459247,4,1,1965,B,286427.98
135.3917562508213,6,1,1965,E,288471.05
105.82322892860073,2,2,1964,E,199262.97
84.06357116177205,5,3,1990,C,232695.0
114.5162995356412,2,1,1959,B,280396.81
66.9312355049073,2,4,2009,B,256348.59
120.44078531328844,3,2,1961,C,304268.21
112.25821923105303,4,3,1986,E,205564.47
90.76574586583348,3,2,1963,E,230321.61
74.84242604658307,4,1,1974,B,243603.04
73.39957233149627,4,3,2002,B,220450.13
116.0445200903773,5,3,1979,C,274218.73
136.86941507467185,3,3,2008,E,255693.56
80.88076758913616,2,1,2012,E,154795.56
113.75160110654453,5,1,1967,C,319319.68
37.38918944193794,4,2,2020,C,185010.57
82.46146808028402,1,5,2016,D,207373.37
99.06823201387294,1,1,1954,B,263468.7
72.70949749054499,3,1,1965,B,265182.34
71.90480875631212,5,1,1990,B,235005.3
79.96661330593341,4,1,2009,A,238588.78
108.7657818497912,8,1,1984,A,390292.9
94.38012944780876,1,2,1976,C,235456.21
32.85306300025084,2,1,1961,D,119397.34
36.378995420948016,3,3,1982,A,179326.63
81.79404466428474,7,2,1973,B,295997.41
113.73059758160656,4,2,1975,D,227334.36
30.0,6,2,1962,E,158471.98
85.00809471545108,3,1,1969,C,183680.17
84.21256430447737,4,3,2021,A,267483.2
141.65013334625343,2,3,1999,D,292922.43
88.4493456486141,1,1,1983,A,199404.89
111.48966954222786,1,4,1979,A,322857.74
104.23771420262389,2,2,1965,C,251409.01
36.08300560578398,1,3,1997,A,141858.3
123.04621649895212,3,1,1958,C,282161.46
106.46189516368864,1,2,2003,C,229482.28
115.24805919023768,2,2,1980,E,209392.68
217.7871311930898,2,1,1968,B,438994.64
37.47661181504235,2,2,1983,E,95656.23
151.74089949283325,5,1,2011,A,419536.76
91.37657441798933,2,3,1965,E,187704.9
108.61986713209028,5,1,1980,D,212625.09
98.63463264096274,5,2,2001,E,228593.65
87.2729099980587,3,2,2005,E,216043.27
82.90501215283723,4,3,2020,E,155490.05
109.88526206719027,2,4,1993,C,276896.99
54.48478909984963,1,2,1964,B,189745.8
122.51737502565297,1,1,2015,E,198293.35
87.51416785344239,5,3,1973,E,202369.47
66.09791982878926,5,1,2010,B,249714.82
86.49961426012558,5,1,1961,E,192842.12
137.7144765058772,2,2,1963,B,341323.19
83.9399473895133,8,3,1983,E,214788.1
110.7536085462886,1,1,1969,E,177106.49
78.0713117285358,4,2,2012,D,224461.28
122.73765549770859,1,2,1984,D,226966.77
120.56523216370613,3,1,2012,D,255990.88
155.45826499889233,3,1,1997,C,292901.41
94.73308163502354,4,2,1994,A,309384.78
120.0596441427372,1,3,1998,D,227953.44
102.94202618616833,1,4,1980,A,289588.13
138.87615345589043,4,3,1978,B,323778.58
78.43502837173808,3,2,1974,A,274005.6
122.35015938631844,5,4,1955,B,329358.68
94.15908111649955,4,2,1986,A,280869.01
98.07435468674507,2,3,1966,B,271962.8
102.75257453345118,4,2,1980,D,243551.52
107.56721189280032,1,2,2007,D,241597.17
96.51312870634125,1,2,1970,D,208214.59
106.44139549511578,4,3,1951,B,293729.4
147.34354172686554,1,1,1956,C,249913.67
129.56349056845656,6,2,1971,A,352922.87
126.0746377749069,4,2,1953,B,320725.2
86.33381421928388,6,1,1994,D,224069.44
73.32277515315027,4,4,1959,A,287873.92
128.6590167471326,4,2,1973,D,307506.12
126.28140377589384,1,4,2006,C,275834.83
144.18012027252945,2,2,1953,E,216264.7
81.88058122092312,3,1,1997,D,187881.05
93.11354033918958,1,3,2007,E,175623.3
50.815475124236976,2,1,1950,C,195838.12
88.22586681817381,3,4,2015,E,221190.78
129.89711531738342,2,2,1989,D,233175.22
86.00513862315407,3,3,1997,C,205406.99
119.21439385602471,1,3,2002,A,296212.9
94.28490682006566,4,3,1955,E,219282.91
109.72171084664681,2,1,1963,E,200345.47
65.56925830552998,1,3,2011,B,199918.29
102.55628348901703,4,4,1985,D,226389.78
30.0,1,1,1970,D,88641.2
94.39311525514046,6,3,1974,E,207147.09
51.0858026885458,3,1,2003,E,149345.44
136.17983549640448,3,1,2021,E,255440.87
123.32222058293533,5,2,1976,D,267641.17
114.00012945898243,3,1,1953,B,308644.92
145.6301868147814,5,3,1957,E,304029.97
71.53250437525489,2,3,2010,D,161640.66
152.42089593746675,3,3,1986,D,301141.2
127.96574692781154,6,2,1993,B,321118.2
92.90334138343162,6,3,1952,B,295062.37
134.06860441548832,3,3,1998,B,349741.65
66.81119462765098,3,2,1977,A,225665.97
75.26457515416979,3,3,2006,A,255814.72
81.742308302809,1,1,1962,E,168391.96
84.13066875807954,5,5,1990,D,249018.0
68.30327071719242,3,3,2021,B,225957.57
136.69249201285976,4,1,1978,A,388079.51
92.23436798890505,1,2,1992,E,191098.36
110.57514905070639,3,5,1999,D,238718.96
82.88945900758958,5,3,1999,B,333375.02
45.38190098354448,3,2,1996,A,178307.95
108.10172075174266,1,2,2019,A,308893.21
42.632350737406696,3,3,2005,D,156871.82
97.94097861743595,3,1,1966,A,326175.42
58.95054883501569,4,4,1978,D,175968.87
159.61827997692424,2,3,2005,B,375152.32
127.34088166524165,6,2,2001,D,307604.99
103.1726137381444,2,1,1997,B,284204.32
137.91120032964005,4,1,1951,C,300022.35
74.61052067602793,2,1,1982,A,243631.69
116.3043813601028,7,2,2008,C,300410.09
105.9943130115614,7,2,1988,D,260109.68
107.9206024400101,2,1,2004,B,248170.01
138.17060500320304,5,2,1984,A,363780.6
121.97476308339407,3,4,1980,E,238453.45
108.66170988475069,3,3,1980,A,323748.23
50.353376913151116,1,1,1975,E,135621.74
71.19861114161608,2,1,1998,A,204291.22
96.31873199212828,4,2,2009,B,289963.15
102.80117122829954,5,2,1999,D,278335.3
66.09388825978229,2,5,2009,B,250955.59
172.35030026735262,2,4,1952,A,451925.72
145.49182165760718,1,1,1969,E,246452.7
118.0635496117745,5,2,2005,B,293310.51
102.16110583851234,2,1,1996,B,273374.37
93.63373090296545,2,4,1951,E,230505.27
71.44244619933293,4,1,2012,C,155056.98
102.32441555556588,6,2,2012,A,313525.7
107.73257620428252,1,1,2000,B,239357.48
62.74718273555127,2,3,2019,B,178542.78
110.02529251734693,1,2,1991,A,268231.22
95.34222853525753,2,5,1957,E,248068.65
42.76577326367827,2,1,1975,A,183356.84
74.18844967661494,1,1,2003,D,163450.42
87.59183399735068,4,4,1987,D,228765.22
156.63062972020572,2,3,2005,B,397289.21
116.69659373601274,2,1,2014,D,219929.14
59.93555292700326,1,1,2015,A,170210.85
114.58108868252911,2,3,1992,B,314789.82
53.58088033184904,4,3,2013,D,154927.66
132.4807316166122,3,4,1984,E,220087.88
85.86626044546364,1,1,2014,D,177944.68
97.19091433782488,7,1,2017,E,206514.07
139.7738994262657,2,1,1952,D,274200.78
61.385092942472504,3,4,2004,E,176947.34
58.08645444661026,3,1,1976,A,211190.82
82.49202020961985,5,1,1974,A,276158.02
131.15136553057948,1,2,2008,C,271321.22
54.41961773569473,3,2,1988,A,209156.88
30.0,1,1,2003,D,113855.44
86.46523424773004,3,1,2000,B,215355.7
116.55222399732762,3,1,1979,E,249802.25
136.0078524921649,5,1,2019,A,373608.07
86.10515913743804,5,2,2020,B,295499.59
87.65720178651992,2,1,1976,E,197057.33
134.61702202767242,1,3,1954,E,231839.86
43.90774900913738,2,1,1975,E,139908.18
88.34437674450972,1,3,1985,A,241043.83
105.71271669775173,4,3,1960,E,219856.06
113.47656163855103,5,4,2005,C,263582.19
84.70579920427352,5,1,1972,A,311748.76
101.03323035117523,1,1,1952,B,265831.25
30.0,5,1,2007,C,129892.92
80.25254762998455,1,2,1993,C,194269.36
113.60526137663402,2,2,1975,A,317248.18
70.53117897235961,2,1,2018,E,162503.96
101.76952664768793,1,1,1959,C,202640.82
113.40617502408094,3,2,2006,D,252993.79
89.72352397426705,1,3,1993,B,271454.01
105.11391312989713,4,3,1951,D,276024.62
71.11802304146164,3,1,1978,A,240148.0
93.8016616091186,3,2,1951,C,242328.0
118.30648508767668,5,1,1984,E,210887.06
104.70918882905303,3,1,2013,E,187821.75
82.40406191308193,4,4,1954,C,236579.78
106.72649212872379,1,3,2000,C,275709.89
121.43829371909854,1,2,1957,E,220636.06
38.50176164267566,4,2,1952,B,152367.79
134.77222194867693,2,1,1971,A,315941.54
89.91235783956785,3,2,2012,B,278711.09
112.76469799720691,1,2,1977,E,203952.72
135.91740770935684,3,2,1994,A,335162.34
58.84978908308602,4,3,1970,A,236066.86
78.7167699271736,2,1,1976,E,157182.99
91.34353912372886,4,3,1956,E,199812.33
76.48739436626715,8,4,1996,C,308238.87
152.04809727510425,4,1,1997,C,366539.19
74.29683718519621,2,5,1992,C,202275.28
83.333596615394,5,3,1975,E,192343.43
106.13167094808931,1,1,2019,B,207780.02
63.93551421771733,2,3,1986,A,230974.96
88.12957864731209,2,3,1999,B,281486.79
109.52359783750525,4,1,1993,D,245406.31
90.01418786852466,1,1,1950,B,242954.92
97.19839423300155,3,3,1984,D,242244.53
84.12003662654888,7,1,2017,D,227202.34
54.56589072457699,1,1,1989,A,190592.91
109.64779634017715,3,2,1999,A,310593.75
152.64799214941723,3,4,2021,D,299917.61
100.55204892350315,3,1,2015,E,217150.05
106.75792351742649,1,2,1961,D,231375.8
120.78168265350578,1,5,2021,C,279349.68
61.92008510359903,2,3,1990,A,223860.56
151.07543974388818,7,1,2009,B,397804.35
106.06986389268405,5,2,1980,A,338704.69
148.95570697267328,5,1,1981,E,269984.56
78.00901013428032,2,2,1969,C,176515.97
154.54185767673474,8,1,1996,E,290745.72
123.25466482104349,5,2,1967,B,324615.62
116.59120257557075,4,3,2009,A,358895.7
107.02073363059444,3,1,1979,B,272895.23
92.54414145776651,5,5,1978,C,264043.55
136.0159497542162,2,1,2001,B,309640.1
104.21079609544141,4,1,2000,D,202631.41
40.987908892385434,1,1,1979,C,117694.59
66.48440614878993,2,1,2018,E,176799.49
94.42462743421758,3,5,2017,E,250385.6
109.29996949496665,7,3,1999,B,382706.08
98.30234533300313,5,1,2008,C,263715.93
136.5691236938099,5,1,1980,B,342405.81
41.46694407884125,3,2,1991,D,137707.87
104.3076380951548,1,3,1982,C,238869.1
45.46062323838536,2,3,2014,A,177739.44
122.79136886452505,2,3,1968,E,235876.33
97.16623856673992,5,4,1964,B,308313.12
112.58829916072355,1,5,2015,D,225157.22
74.08351118230702,3,2,2017,E,172083.81
138.38394794973254,2,1,1952,C,280592.34
131.25173992176553,2,1,2009,E,220012.97
117.50632909035663,3,1,1992,E,238395.19
96.11448259409677,5,2,2002,A,281369.96
117.39571855885396,3,2,2019,A,298925.24
78.79322296037954,1,1,1972,D,126945.25
125.66666977062135,3,1,1998,D,218360.53
149.48442682971762,1,1,1964,B,373794.49
132.11831679937558,3,3,1996,A,399941.61
78.11192590577771,2,1,1958,C,184531.6
110.84251951819309,5,3,2015,B,310921.82
61.205753687240566,4,1,1999,C,179274.54
117.17170933527026,5,3,2002,A,348518.99
113.51810238587616,1,2,1991,C,273416.73
43.90550981403508,1,2,1995,C,151469.05
65.14648468262908,1,3,2007,A,201445.46
91.50583309768699,2,2,1950,A,268762.08
90.97420758577522,2,1,1950,E,227518.78
63.71569193743584,1,3,1990,C,183534.04
111.66936188056552,1,1,1997,B,292469.31
107.54420826821536,4,1,1982,D,243873.98
94.17192604064442,6,5,2021,E,265745.44
77.32625499524912,3,2,1991,D,169371.65
131.4612137924969,1,1,1957,B,316374.93
149.66221339264885,6,2,2007,B,366209.9
85.49315548460389,2,5,1979,A,316026.21
81.63499248535538,3,1,2009,C,209219.86
114.73622996235989,7,1,1959,A,323110.26
89.25911860759041,3,5,2013,C,254324.9
95.81808398010297,5,3,1985,E,255230.3
122.18959455174014,4,1,1965,A,327753.15
42.71931737478121,4,2,1952,A,243905.42
139.54906974558008,4,4,1976,B,368334.47
102.18041572988024,6,1,2015,C,320031.34
87.6552056631346,3,1,2021,B,236121.83
97.32297537335653,3,2,1992,A,295510.16
98.87288065061556,4,1,1972,C,246437.08
48.06396089665224,7,2,1988,C,212932.05
144.84814682359706,2,2,1987,E,254168.47
101.23976896811855,1,1,1985,B,233025.83
113.29006391342125,2,1,1963,E,210085.77
128.54649311722127,3,1,2006,B,305202.14
69.365126273191,2,1,1996,B,186709.22
114.20415697105685,3,1,2000,C,259718.75
91.97076727303619,4,2,1968,C,266531.73
125.40312325649481,1,3,1979,D,248206.22
36.18317738945514,5,3,1965,A,228522.39
97.02717099276192,1,1,2013,E,177170.6
81.91538032648116,5,1,2009,D,234751.06
112.96788851902467,4,1,1991,E,224219.18
114.10132562104606,4,1,1987,E,224132.25
78.77122315533921,4,1,2010,A,265381.28
78.6347840747187,2,5,1999,E,186524.62
96.68003894328012,1,1,1968,E,204098.96
73.10073318054376,2,3,1989,C,186521.3
125.2595108635638,5,1,1996,C,322264.31
88.92378398657661,2,3,2011,C,221723.67
30.0,1,3,2018,A,160809.74
88.75533830134582,5,3,1995,C,217552.86
68.84368537468083,3,2,2012,D,170188.04
51.061725536171636,1,3,1996,D,164898.02
62.877200853322826,1,2,1951,D,180579.07
103.2822541549891,5,4,2000,A,370670.03
139.85922484744694,3,1,1951,B,353189.39
109.3955342159494,3,1,1986,B,261727.88
81.80489835352782,2,1,1986,D,229456.23
113.67712585512108,2,1,2006,B,288186.36
86.22729069343025,3,4,1971,E,189491.87
79.16198892510566,2,2,2013,A,241514.91
65.36911995301047,5,2,1988,D,172157.46
47.44513579744842,3,1,1971,D,169142.91
88.30228880321664,4,1,1964,D,223323.13
104.74160469760396,3,3,2010,E,226178.2
97.10128989955331,5,4,2009,C,285938.73
87.52099216157924,1,3,1999,D,215228.7
71.62761817909657,3,2,2010,B,225646.58
118.24738575054906,4,4,2011,C,268313.57
60.486042401602454,2,2,1989,E,175704.71
123.28083741530426,1,1,1985,D,192603.17
69.93348943219826,1,2,1988,C,199349.89
77.42694287940895,3,2,1965,D,209789.65
55.99644428152969,3,1,2005,D,151646.65
84.9579355934309,1,1,1977,E,155156.73
129.25937375433938,6,4,1984,B,345286.42
115.46884265331869,2,1,1981,E,205017.57
129.35266336084106,1,3,2001,E,200278.81
115.66427637801807,6,5,1996,B,353670.89
66.88990514408891,3,3,2012,C,222230.71
90.07632327017328,1,2,1970,E,141826.34
76.59402612647612,2,3,1981,D,183267.93
139.91724712117121,2,3,1983,E,281243.29
64.09634060721066,4,2,2001,B,250877.64
126.81093068167333,3,5,1960,C,314091.13
126.78861610326308,3,2,1950,B,275720.46
154.8886060514826,5,2,1989,D,289368.56
87.70940222111508,1,2,1950,C,183114.7
121.36966478740486,3,1,1973,E,247252.14
168.44955509616528,5,4,1990,C,401453.38
81.4707496919891,3,1,2020,E,166496.58
53.94879257402921,3,5,1998,E,181295.26
43.59969898276709,2,2,1961,A,156465.26
121.38136086583994,4,3,2014,E,244359.52
43.50549375824249,4,1,2016,E,135613.74
88.83042841186231,4,2,2008,E,204101.48
113.11939561116883,1,3,2021,A,279006.37
105.55526610489743,4,3,1966,C,280676.86
112.76334592552517,2,2,1955,A,270689.76
106.66869567402563,2,3,2009,B,254173.23
138.3659743994018,5,2,2005,E,259435.53
71.4305085778361,3,1,1961,A,252797.81
79.69014584624406,2,1,1970,A,246180.27
76.82021664187528,5,1,2015,C,202606.56
124.9057543558783,2,5,1969,C,301894.22
127.0119576518519,1,3,2013,C,294758.67
113.53675957955525,3,1,1969,D,272110.22
135.50481000669782,3,3,1985,C,318716.77
64.65877397870858,1,2,2011,E,158660.32
150.01672334653412,3,3,1973,A,373223.5
145.69715865136774,1,1,1958,B,320689.74
122.0686599173724,4,2,2007,B,320059.75
153.4539672631318,3,2,1998,B,349539.45
50.30130376966679,4,1,2002,E,118015.91
84.26655591212045,3,3,1960,A,257623.33
77.94089617954143,6,1,1955,D,196371.96
121.6443797127203,1,1,2008,D,245821.61
68.49577781193562,3,3,2000,C,197884.2
122.72485448012456,5,1,1998,D,250819.23
141.1160843199014,2,1,1996,A,314556.07
120.85608700251998,3,2,1994,C,282309.35
108.51253070984504,2,1,1998,E,223246.62
70.36379977297753,5,4,1989,B,223901.91
74.59447101623905,1,4,1958,B,215339.88
137.4885671589,1,1,1957,C,278227.09
123.38047011715997,3,1,1998,C,305468.86
98.82941441867368,3,1,2001,C,222872.28
87.46271362702328,4,3,1975,A,317246.33
39.22576380665869,4,1,1961,C,141450.61
67.87442743946684,4,1,2013,A,263934.9
157.3425726141917,5,5,2020,C,361333.63
61.586332869926,3,5,1975,A,254966.18
105.68439463663242,4,2,1984,A,329598.57
130.22331919585596,1,3,1999,D,204496.19
62.35231995993123,4,2,1965,D,127498.05
105.5413142434325,4,2,1989,C,281671.7
128.13746612531966,1,3,1955,C,298192.04
100.37497965721751,5,1,2016,A,337453.1
186.05209167000305,2,2,1966,A,453128.73
49.94202223365414,2,3,1981,D,162007.62
131.76185589651635,3,2,1973,E,245380.84
94.81594787810607,4,3,1984,B,278530.26
123.15760464510025,4,3,2002,B,333627.53
113.23921455097738,2,2,1964,E,177925.04
78.00531408670011,1,4,1986,E,180703.65
106.86989177378021,5,5,1974,B,333657.93
44.262956458051384,4,2,1972,D,157568.55
118.09742501714182,5,2,2004,B,283071.64
108.94475397971577,3,2,1956,E,228180.85
119.15980505929306,3,3,1954,B,292166.08
131.7435497526145,2,2,2020,B,319642.35
111.02859520629133,3,5,2021,E,276003.94
104.44268259394829,1,3,2017,D,217707.51
73.56794990016124,2,1,1955,B,193804.12
78.63337709052847,4,4,1959,C,210572.1
135.60203860531993,2,1,1999,C,288046.74
143.09006217117934,5,3,1963,B,374729.21
92.85668691063837,4,1,1962,E,195247.53
101.38008241759822,2,1,2020,C,221487.76
72.86156875018702,4,1,1970,B,224586.88
135.18270535802336,1,2,1960,E,226010.57
119.96250471075336,4,4,1955,C,284441.57
158.23652309391247,2,1,1985,D,271100.06
73.65030768460784,7,1,2004,E,218124.82
88.65976302945349,3,3,1983,C,210924.92
106.94337767576717,2,3,2020,A,314665.79
119.39468613177311,6,5,1995,A,399041.52
93.52997087357103,1,3,1986,E,186828.92
73.81116728638898,2,1,2009,C,185941.81
126.44222586770714,4,2,1967,D,265876.22
121.63406087636744,7,3,1998,E,263367.92
72.51177698308825,5,1,1963,E,159187.06
140.66328403316487,2,3,1965,D,288544.2
135.1059612758981,4,3,1975,B,327541.93
104.02889491743379,5,1,2000,B,301465.07
102.38793587128109,2,2,2012,D,229110.56
116.62173313347722,2,1,1982,D,204843.88
74.14890789231225,1,3,2009,C,211722.39
100.90094437492246,1,3,1986,D,170614.92
35.42849366172459,3,3,1960,A,209318.64
126.29366936508806,4,4,1969,A,363836.48
53.15520332674422,2,3,1983,B,206838.25
145.10259485286997,1,1,2009,A,349974.52
90.0963971810065,1,1,2007,A,255476.28
93.6499905420647,5,2,1992,C,232482.71
81.16798281746483,1,3,2017,B,274992.52
91.35883378233771,2,3,2003,C,248374.66
142.5559403544411,2,2,2021,E,275781.23
30.0,1,1,2009,A,155577.4
138.30896158264562,4,1,1960,A,373956.99
110.14070443305124,2,2,2015,C,256778.97
63.78935056428353,2,1,1971,E,164435.82
67.74062820852286,2,5,1953,A,250108.06
150.29179081624608,4,1,1991,D,276070.43
71.63479360171806,8,3,2001,C,280821.46
65.39948468212123,2,3,1993,B,203535.39
134.1194362709419,3,1,1964,E,237059.77
110.15658628857743,3,2,1981,A,265190.49
71.86223270390803,1,4,2019,A,252036.99
106.49874926213857,3,3,1950,B,288206.21
69.22741949079168,3,5,1969,A,278991.57
133.02464195267817,7,3,2018,D,309994.84
131.841128946194,3,2,1986,D,282605.34
115.9601859646583,2,1,2000,E,219569.08
110.8498318374105,1,1,1951,D,228249.13
152.83564374602122,5,3,1966,E,313952.88
99.99058982164676,2,1,1999,E,200081.07
64.54377623737597,2,2,1966,C,173585.36
113.48421738496921,3,1,1980,A,333879.9
162.5814114861134,2,2,2005,A,381036.99
69.55721520442444,1,1,1980,D,145766.36
89.15611699918043,5,1,1985,A,278765.39
112.49338114304358,2,1,1968,E,236656.61
98.38285452982782,2,3,2010,E,184498.87
70.53089258868056,4,2,1981,B,231125.02
133.6557356869141,1,5,1953,A,354079.17
169.60122166051778,1,1,2018,A,370215.75
105.88394377071722,3,2,1996,D,209323.31
72.87795130792,1,3,1990,D,192380.51
53.531184248395746,2,1,1950,C,172138.71
107.73927943663543,5,1,1991,D,240253.56
133.11632029948774,3,4,2016,E,260246.06
114.25503239486144,2,5,1972,E,228629.79
99.92788477243438,1,4,1962,A,263429.83
82.32185044632081,4,2,2010,B,261747.26
67.23509101845731,5,4,2021,A,263062.17
125.04253978974646,3,1,1979,B,260482.77
127.41314864156757,6,2,1995,D,263588.73
53.628106399278,5,1,1992,C,201912.99
147.6951693454205,4,2,1964,C,335631.76
117.22213662682003,4,2,1979,C,279213.14
141.98783935437382,2,1,2009,D,280059.49
59.73616754544655,3,1,1973,B,177302.74
59.02527533753683,6,3,1974,A,274579.14
95.53092070698109,3,2,2002,C,255610.58
115.08353280685583,1,2,2007,A,274460.53
153.8908246878089,5,3,1951,C,338224.97
121.18236741445395,3,3,2014,B,356008.76
92.719561695639,1,3,1994,D,185815.0
69.20892377002323,2,1,1993,B,196598.53
136.9000171815745,2,5,1975,B,343189.59
71.05883722747856,1,3,1957,E,163958.41
148.85405664316966,4,2,1980,C,319504.23
91.46846051180472,3,1,2001,B,234391.67
147.71746217853553,5,1,1951,E,332059.1
120.36793870177834,2,3,2015,A,317727.63
95.89013531672626,2,1,1999,B,250067.01
84.4181088452162,1,1,1959,D,164782.82
89.77276367961761,5,2,1995,E,214788.17
112.84950077125713,4,2,2007,D,273039.24
102.3146948865315,3,1,1962,E,197418.72
82.18565775793884,5,2,2000,C,220992.28
95.03105769047103,2,3,2007,A,285272.38
102.3573108915745,4,3,2011,D,293886.87
36.13797716755564,1,2,1972,B,93993.4
113.74504344366096,1,2,1953,A,329381.28
70.6083632584958,3,1,1980,A,208679.69
65.40002790382765,3,2,1957,B,196915.75
49.37966958667869,6,1,1974,D,173664.31
46.18322506396329,2,3,2003,D,149140.41
59.33657490663132,4,5,1960,C,247682.84
78.72937127108528,2,1,1994,E,134159.63
158.59777412579706,1,2,1994,A,398148.04
84.22360972314388,5,1,2009,A,286249.49
105.33250318804095,4,1,2013,C,267168.1
112.01444159518987,1,1,1992,E,199618.74
103.93195558647547,2,3,2013,E,167676.57
97.6766961782202,5,1,1996,E,236323.18
64.14118709202266,1,4,2010,B,179057.72
143.52782644837635,3,3,1997,C,308304.63
154.21589930913655,5,2,1957,B,403647.16
49.52023917631943,2,2,1983,E,108621.66
69.27914227340861,2,3,1957,B,206930.2
91.60568972868981,3,4,2001,A,329718.54
71.06386615269426,2,3,1957,B,218839.99
115.17896660367596,3,1,2011,B,289505.23
78.1518339278016,2,2,2014,D,174302.86
164.9516820341981,4,2,1963,C,343468.93
135.7164578303079,3,3,2018,E,278156.42
106.37722091896644,4,5,1997,C,275552.39
130.80958789959197,5,3,1961,A,385887.31
133.17701273071927,3,1,2013,E,276309.55
83.0815753582527,1,1,1979,A,222749.2
75.51348266374106,1,1,1957,B,175516.83
102.34429188908942,2,2,2015,D,237850.31
125.84908373493832,3,2,2018,E,264798.47
104.17181195960254,5,1,1984,A,291279.09
52.69010553427008,2,2,1961,B,202169.72
75.91526668147473,1,1,2016,E,173784.24
97.78081409216865,7,2,1959,E,189799.71
97.73003187022509,5,1,1951,C,256872.0
159.17626530369424,2,1,1964,E,275782.88
58.42036172803006,2,2,2012,A,215628.75
115.16767725507624,2,1,1956,D,261594.86
144.6733932498487,2,1,1969,E,270385.73
168.14349236268387,1,2,2009,A,405711.57
87.86807730448116,3,4,1957,B,265431.17
114.742883581606,2,1,2007,B,322033.25
117.09281071595942,6,3,1957,E,272393.5
105.86445194659872,6,1,1979,D,254775.06
97.03464396282082,2,1,2003,E,161694.79
113.07926168500137,5,1,2003,C,270440.81
30.0,1,1,1978,E,90847.69
120.46208470187894,3,1,2002,C,292899.75
103.78533710985901,5,2,1980,C,272730.04
93.32575309665204,2,3,1953,C,222395.01
161.40586587158674,2,1,1978,C,326726.42
79.75197943628343,1,3,1993,C,232570.21
87.90772032804908,3,1,1971,B,273166.01
159.746599066142,5,4,1961,E,322317.16
75.0381608545043,2,5,1979,E,176701.57
83.49654151190383,4,3,1954,C,225009.85
95.5892372970745,1,3,2015,C,224535.66
125.22203446388647,4,1,2019,C,280740.26
106.23407522059941,3,3,1984,E,217406.47
61.22123958543212,5,2,1997,C,222934.25
84.03494310618431,5,3,2000,C,264769.24
81.77936700363367,1,2,1965,D,179336.32
97.68336864330863,1,1,1997,E,165026.94
112.77530975889488,3,2,1988,D,260821.2
112.54617267663916,3,1,1950,A,331226.2
46.71964737854793,6,5,1965,D,182007.45
131.91822962682568,1,4,1969,D,297166.21
107.5770653798987,4,2,1981,A,336123.79
141.5359614278172,5,3,1951,D,299362.07
113.32594981872016,1,2,2008,D,216444.65
133.03968873207288,5,2,2008,C,319138.8
113.99635934350381,4,1,1954,A,341071.63
140.38677268608245,2,3,2015,C,346498.04
115.66751908053335,7,1,1988,B,331715.56
97.06254260671288,2,3,1993,E,205411.17
168.17304161340644,2,1,1990,D,325065.8
126.67111366839677,2,5,2011,B,346885.77
117.2123326301324,2,4,1975,A,350028.33
61.710867503849926,5,2,2000,B,256685.8
61.35077147609387,3,1,1961,A,230071.94
108.7814644642556,1,2,1996,A,304219.79
104.36563593304723,1,1,1998,A,251714.43
81.57632304975051,1,1,1971,D,165152.9
104.2294809883618,5,2,2003,A,331563.93
147.65880784130786,5,1,2002,D,268396.62
120.86207423650896,1,1,1987,B,261334.73
65.76974470741786,5,2,1974,B,249062.76
96.65473518571169,3,4,1963,D,204288.93
75.85100557442317,5,1,1984,B,273786.51
88.36900250774316,5,2,1987,C,237687.77
87.59153003111072,2,1,2011,B,233381.41
85.67063252187984,4,2,1953,C,231906.66
62.345938840798155,1,1,1978,B,180583.72
96.1703595544543,2,1,1982,B,236300.85
83.1817708945807,4,4,1956,A,321601.44
30.0,5,2,1953,C,169443.42
161.5891607350499,1,2,2014,D,258694.72
132.66308962650015,1,1,2020,A,338787.3
